Product Type,Size,Paper Weight,Paper Type,Paper Color,Parts,Sides,Ink Color,Quantity,Price,Max Qty,Overage per 1000,Pricing Type
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,8000,1232,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,9000,1375,,,Standard
Card Stock,"11"" x 17""",65lb,Cover,Color,,Double,Black,10000,1510,10000,95,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,500,68,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,1000,95,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,1500,147,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,2000,173,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,3000,250,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,4000,316,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,5000,405,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,6000,479,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,7000,552,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,8000,624,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,9000,694,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Single,Black,10000,763,10000,48,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,500,95,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,1000,123,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,1500,181,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,2000,211,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,3000,301,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,4000,380,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,5000,481,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,6000,568,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,7000,653,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,8000,737,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,9000,819,,,Standard
Card Stock,"8.5"" x 11""",80lb,Cover,White,,Double,Black,10000,901,10000,60,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,500,102,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,1000,129,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,1500,210,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,2000,241,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,3000,353,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,4000,455,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,5000,578,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,6000,686,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,7000,794,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,8000,900,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,9000,1005,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Single,Black,10000,1109,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,500,122,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,1000,150,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,1500,235,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,2000,265,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,3000,382,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,4000,488,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,5000,616,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,6000,730,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,7000,842,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,8000,953,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,9000,1062,,,Standard
Card Stock,"8.5"" x 14""",80lb,Cover,White,,Double,Black,10000,1171,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,500,120,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,1000,163,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,1500,260,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,2000,303,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,3000,443,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,4000,572,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,5000,722,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,6000,769,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,7000,994,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,8000,1128,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,9000,1260,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Single,Black,10000,1385,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,500,154,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,1000,198,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,1500,302,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,2000,349,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,3000,502,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,4000,642,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,5000,805,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,6000,953,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,7000,1101,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,8000,1248,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,9000,1393,,,Standard
Card Stock,"11"" x 17""",80lb,Cover,White,,Double,Black,10000,1530,10000,95,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,500,70,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,1000,97,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,1500,151,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,2000,177,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,3000,256,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,4000,324,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,5000,415,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,6000,491,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,7000,566,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,8000,640,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,9000,712,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Single,Black,10000,783,10000,48,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,500,97,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,1000,125,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,1500,185,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,2000,215,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,3000,307,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,4000,388,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,5000,491,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,6000,580,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,7000,667,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,8000,753,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,9000,837,,,Standard
Card Stock,"8.5"" x 11""",65lb,AB Cover,White,,Double,Black,10000,921,10000,60,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,500,99,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,1000,126,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,1500,204,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,2000,235,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,3000,344,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,4000,443,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,5000,563,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,6000,668,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,7000,773,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,8000,876,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,9000,978,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Single,Black,10000,1079,10000,54,Overage
,,,,,,,,,,,,
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,500,119,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,1000,147,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,1500,229,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,2000,259,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,3000,373,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,4000,476,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,5000,601,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,6000,712,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,7000,821,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,8000,929,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,9000,1035,,,Standard
Card Stock,"8.5"" x 14""",65lb,AB Cover,White,,Double,Black,10000,1141,10000,66,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,500,117,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,1000,160,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,1500,254,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,2000,297,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,3000,434,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,4000,560,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,5000,707,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,6000,751,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,7000,973,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,8000,1104,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,9000,1233,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Single,Black,10000,1355,10000,83,Overage
,,,,,,,,,,,,
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,500,151,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,1000,195,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,1500,296,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,2000,343,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,3000,493,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,4000,630,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,5000,790,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,6000,935,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,7000,1080,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,8000,1224,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,9000,1366,,,Standard
Card Stock,"11"" x 17""",65lb,AB Cover,White,,Double,Black,10000,1500,10000,95,Overage
